Rank,Title,Type,Issn,SJR,SJR Best Quartile,H index,Total Docs. (2014),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Country,Categories
3997,Canadian Journal of Law and Society,journal,ISSN 08293201,0.206,Q3,9,24,61,1266,34,61,0.62,52.75,United Kingdom,Law (Q3); Sociology and Political Science (Q3)
3998,Multinational Business Review,journal,ISSN 1525383X,0.206,Q3,11,21,69,1426,19,65,0.33,67.9,United Kingdom,"Business, Management and Accounting (miscellaneous) (Q3)"
3999,Comparative Social Research,book serie,ISSN 01956310,0.206,Q3,12,0,30,0,26,28,1.14,0,United Kingdom,Sociology and Political Science (Q3)
4000,Gastrointestinal Nursing,journal,ISSN 14795248,0.206,Q2,12,114,264,1427,68,182,0.32,12.52,United Kingdom,Medical and Surgical Nursing (Q2); Advanced and Specialized Nursing (Q3)
4001,Journal of Forensic Practice,journal,"ISSN 20508794, 20508808",0.205,Q3,10,25,89,1044,49,83,0.54,41.76,United Kingdom,Law (Q3); Pathology and Forensic Medicine (Q3); Psychiatry and Mental Health (Q3); Applied Psychology (Q4)
4002,Linacre Quarterly,journal,ISSN 00243639,0.205,Q2,5,49,117,895,13,87,0.2,18.27,United Kingdom,Philosophy (Q2); Health Policy (Q3)
4003,European Diabetes Nursing,journal,"ISSN 15517853, 15517861",0.205,Q3,7,18,66,391,24,47,0.57,21.72,United Kingdom,"Endocrinology, Diabetes and Metabolism (Q3); Nursing (miscellaneous) (Q3); Nutrition and Dietetics (Q3)"
4004,International Journal of Nanomanufacturing,journal,"ISSN 17469392, 17469406",0.204,Q2,10,46,142,846,43,140,0.37,18.39,United Kingdom,Industrial and Manufacturing Engineering (Q2); Nanoscience and Nanotechnology (Q4)
4005,International Journal of Managerial Finance,journal,ISSN 17439132,0.204,Q3,14,28,59,1054,31,59,0.54,37.64,United Kingdom,"Business, Management and Accounting (miscellaneous) (Q3); Finance (Q3)"
4006,South African Journal of Clinical Nutrition,journal,"ISSN 16070658, 22211268",0.204,Q3,13,33,111,930,46,83,0.24,28.18,United Kingdom,Medicine (miscellaneous) (Q3); Nutrition and Dietetics (Q3)
4007,Advances in Learning and Behavioral Disabilities,journal,ISSN 0735004X,0.204,Q3,9,10,38,601,8,38,0.28,60.1,United Kingdom,Education (Q3); Rehabilitation (Q3)
4008,Automatika,journal,ISSN 00051144,0.204,Q3,14,52,120,1059,97,105,0.96,20.37,United Kingdom,Computer Science (miscellaneous) (Q3); Control and Systems Engineering (Q4)
4009,"Res. and Dev. in Intelligent Syst. XXVIII: Incorporating Applications and Innovations in Intel. Sys. XIX - AI 2011, 31st SGAI Int. Conf. on Innovative Techniques and Applications of Artificial Intel.",conference and proceeding,-,0.204,-,4,0,31,0,16,29,0,0,United Kingdom,Artificial Intelligence; Information Systems
4010,International Journal of Business Performance Management,journal,"ISSN 17415039, 13684892",0.203,Q3,16,22,67,830,26,66,0.44,37.73,United Kingdom,Business and International Management (Q3); Strategy and Management (Q3)
4011,Asian Ethnicity,journal,"ISSN 14631369, 14692953",0.203,Q1,9,32,75,1460,29,73,0.38,45.63,United Kingdom,Cultural Studies (Q1); Sociology and Political Science (Q3)
4012,"Rural History: Economy, Society, Culture",journal,"ISSN 14740656, 09567933",0.203,Q1,13,12,33,1235,16,33,0.3,102.92,United Kingdom,"History (Q1); Arts and Humanities (miscellaneous) (Q3); Geography, Planning and Development (Q3); Urban Studies (Q3)"
4013,Educational Psychology in Practice,journal,ISSN 02667363,0.203,Q4,9,29,75,1027,27,75,0.36,35.41,United Kingdom,Developmental and Educational Psychology (Q4)
4014,Geography,journal,ISSN 00167487,0.203,Q3,20,17,69,361,34,61,0.78,21.24,United Kingdom,"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)"
4015,Australian Historical Studies,journal,ISSN 1031461X,0.203,Q1,13,24,80,1377,26,71,0.35,57.38,United Kingdom,History (Q1)
4016,Bulletin of Economic Research,journal,"ISSN 14678586, 03073378",0.203,Q3,23,35,108,1015,60,106,0.6,29,United Kingdom,Economics and Econometrics (Q3)
4017,Journal of Dementia Care,journal,ISSN 13518372,0.203,Q3,12,65,206,340,21,156,0.11,5.23,United Kingdom,Geriatrics and Gerontology (Q3); Gerontology (Q3); Health Professions (miscellaneous) (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3)
4018,Polymers and Polymer Composites,journal,ISSN 09673911,0.203,Q3,23,126,298,2414,104,298,0.32,19.16,United Kingdom,Ceramics and Composites (Q3); Materials Chemistry (Q3); Polymers and Plastics (Q3)
4019,European Journal of Palliative Care,journal,"ISSN 13522779, 14790793",0.203,Q2,11,87,237,1144,69,152,0.55,13.15,United Kingdom,Medical and Surgical Nursing (Q2); Oncology (nursing) (Q4)
4020,Journal of Enterprise Transformation,journal,"ISSN 19488289, 19488297",0.202,Q3,7,19,49,680,26,44,0.25,35.79,United Kingdom,Information Systems and Management (Q3); Organizational Behavior and Human Resource Management (Q3); Control and Systems Engineering (Q4); Information Systems (Q4); Management Science and Operations Research (Q4)
4021,Leprosy Review,journal,ISSN 03057518,0.202,Q3,36,46,155,0,120,119,0.71,0,United Kingdom,Dermatology (Q3); Infectious Diseases (Q3)
4022,IZA Journal of European Labor Studies,journal,ISSN 21939012,0.202,Q2,4,24,33,933,8,32,0.25,38.88,United Kingdom,Industrial Relations (Q2); Economics and Econometrics (Q3); Organizational Behavior and Human Resource Management (Q3)
4023,Advances in Financial Economics,book serie,ISSN 15693732,0.201,Q3,8,7,22,459,7,22,0.14,65.57,United Kingdom,"Economics, Econometrics and Finance (miscellaneous) (Q3); Finance (Q3); Accounting (Q4)"
4024,International Journal of Nanoparticles,journal,ISSN 17532507,0.201,Q3,11,26,82,753,46,82,0.49,28.96,United Kingdom,Materials Science (miscellaneous) (Q3); Mechanical Engineering (Q3); Condensed Matter Physics (Q4); Nanoscience and Nanotechnology (Q4)
4025,English in Education,journal,"ISSN 04250494, 17548845",0.201,Q1,5,18,53,503,28,46,0.67,27.94,United Kingdom,Literature and Literary Theory (Q1); Language and Linguistics (Q2); Education (Q3)
4026,Criminal Justice Ethics,journal,ISSN 0731129X,0.201,Q3,10,15,58,387,12,49,0.19,25.8,United Kingdom,Law (Q3)
4027,"BMC Sports Science, Medicine and Rehabilitation",journal,ISSN 20521847,0.201,Q3,10,38,30,1612,22,26,0.85,42.42,United Kingdom,"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3)"
4028,International Journal of Integrated Supply Management,journal,"ISSN 14775360, 17418097",0.201,Q3,16,6,37,317,21,36,0.62,52.83,United Kingdom,Marketing (Q3); Strategy and Management (Q3)
4029,Australian Journal of Water Resources,journal,ISSN 13241583,0.2,Q3,10,10,54,313,23,48,0.38,31.3,United Kingdom,Water Science and Technology (Q3)
4030,Renaissance Studies,journal,ISSN 02691213,0.2,Q1,13,38,122,3212,29,94,0.26,84.53,United Kingdom,History (Q1); Literature and Literary Theory (Q1); Religious Studies (Q1); Visual Arts and Performing Arts (Q1); Cultural Studies (Q2)
4031,Language Matters,journal,ISSN 10228195,0.2,Q2,7,24,57,598,22,51,0.44,24.92,United Kingdom,Language and Linguistics (Q2)
4032,Advances in Health Care Management,book serie,ISSN 14748231,0.2,Q3,11,12,82,269,32,63,0.51,22.42,United Kingdom,Health Policy (Q3)
4033,Progress in Reaction Kinetics and Mechanism,journal,"ISSN 14686783, 1471406X",0.2,Q4,22,33,92,990,45,92,0.46,30,United Kingdom,Physical and Theoretical Chemistry (Q4)
4034,Journal of Intellectual Disabilities and Offending Behaviour,journal,ISSN 20508824,0.2,Q3,5,17,14,741,4,14,0.29,43.59,United Kingdom,Clinical Psychology (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3); Pathology and Forensic Medicine (Q4)
4035,MeReC Bulletin,journal,ISSN 14655659,0.199,Q3,6,0,6,0,1,2,0,0,United Kingdom,Pharmacology (medical) (Q3)
4036,Nursing older people,journal,ISSN 14720795,0.199,Q3,14,130,290,864,88,222,0.34,6.65,United Kingdom,Gerontology (Q3)
4037,Journal of Critical Realism,journal,"ISSN 14767430, 15725138",0.199,Q2,4,25,22,844,13,21,0.62,33.76,United Kingdom,Philosophy (Q2)
4038,Sensor Review,journal,ISSN 02602288,0.199,Q3,27,51,203,1116,123,203,0.66,21.88,United Kingdom,Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3)
4039,Scandinavian Economic History Review,journal,ISSN 03585522,0.199,Q1,10,14,42,902,19,36,0.67,64.43,United Kingdom,"History (Q1); Aerospace Engineering (Q3); Arts and Humanities (miscellaneous) (Q3); Geography, Planning and Development (Q3)"
4040,Leukemia Research Reports,journal,ISSN 22130489,0.198,Q3,7,21,35,301,15,31,0.48,14.33,United Kingdom,Oncology (Q3); Hematology (Q4)
4041,"Religion, State and Society",journal,ISSN 09637494,0.198,Q1,12,27,73,939,51,61,0.64,34.78,United Kingdom,Religious Studies (Q1); Sociology and Political Science (Q3)
4042,Acta Crystallographica Section C: Crystal Structure Communications,journal,"ISSN 16005759, 01082701",0.198,Q3,44,0,824,0,385,811,0.47,0,United Kingdom,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)"
4043,South Asian History and Culture,journal,"ISSN 19472498, 19472501",0.198,Q2,6,33,95,1068,29,91,0.29,32.36,United Kingdom,Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Sociology and Political Science (Q3)
4044,Geoscience in South-West England,journal,"ISSN 20597339, 05663954",0.198,Q3,11,15,44,461,6,41,0.14,30.73,United Kingdom,Earth and Planetary Sciences (miscellaneous) (Q3)
4045,"Synthesis and Reactivity in Inorganic, Metal-Organic and Nano-Metal Chemistry",journal,ISSN 15533174,0.198,Q4,37,287,707,7742,406,700,0.54,26.98,United Kingdom,Inorganic Chemistry (Q4); Nanoscience and Nanotechnology (Q4); Physical and Theoretical Chemistry (Q4)
4046,BMC Medical Physics,journal,ISSN 17566649,0.197,Q3,8,2,10,83,9,10,0.89,41.5,United Kingdom,"Radiology, Nuclear Medicine and Imaging (Q3)"
4047,Clinical Psychology Forum,journal,ISSN 17475732,0.197,Q3,13,201,457,1338,37,290,0.11,6.66,United Kingdom,Clinical Psychology (Q3)
4048,Journal of Ecclesiastical History,journal,"ISSN 00220469, 14697637",0.197,Q1,16,24,76,2052,23,74,0.35,85.5,United Kingdom,History (Q1); Religious Studies (Q1)
4049,Teacher Educator,journal,ISSN 08878730,0.197,Q3,8,21,58,792,31,54,0.39,37.71,United Kingdom,Education (Q3)
4050,"7th European Conference on Games Based Learning, ECGBL 2013",conference and proceeding,-,0.197,-,4,0,100,0,43,98,0.44,0,United Kingdom,Artificial Intelligence; Computer Graphics and Computer-Aided Design; Computer Networks and Communications; Control and Systems Engineering; Education; E-learning; Human-Computer Interaction; Software
4051,IET Computers and Digital Techniques,journal,"ISSN 1751861X, 17518601",0.197,Q3,38,37,120,1008,94,114,0.81,27.24,United Kingdom,Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q4); Software (Q4)
4052,Asian Journal of Women's Studies,journal,ISSN 12259276,0.197,Q3,9,28,59,736,31,58,0.65,26.29,United Kingdom,Gender Studies (Q3)
4053,Asian-Pacific Economic Literature,journal,"ISSN 14678411, 08189935",0.196,Q3,16,15,58,619,32,57,0.51,41.27,United Kingdom,"Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)"
4054,International Journal of Business Science and Applied Management,journal,ISSN 17530296,0.196,Q3,9,9,29,650,25,28,0.61,72.22,United Kingdom,Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)
4055,"Sustainability Accounting, Management and Policy Journal",journal,ISSN 20408021,0.196,Q3,11,21,54,1363,37,53,0.71,64.9,United Kingdom,"Business, Management and Accounting (miscellaneous) (Q3); Renewable Energy, Sustainability and the Environment (Q4)"
4056,Modern Theology,journal,"ISSN 02667177, 14680025",0.196,Q1,5,45,114,1625,53,109,0.44,36.11,United Kingdom,Religious Studies (Q1)
4057,International Journal of Business Process Integration and Management,journal,"ISSN 17418771, 17418763",0.196,Q3,16,15,39,383,22,37,0.55,25.53,United Kingdom,Business and International Management (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4)
4058,"Research in Social Movements, Conflicts and Change",book serie,ISSN 0163786X,0.196,Q3,13,10,51,606,25,45,0.5,60.6,United Kingdom,Political Science and International Relations (Q3); Sociology and Political Science (Q3)
4059,International Journal of Intelligent Information and Database Systems,journal,"ISSN 17515858, 17515866",0.196,Q4,9,24,94,549,42,91,0.49,22.88,United Kingdom,Information Systems (Q4)
4060,Journal of Child and Adolescent Mental Health,journal,"ISSN 17280583, 17280591",0.196,Q3,10,20,43,1003,24,40,0.52,50.15,United Kingdom,"Clinical Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3); Developmental and Educational Psychology (Q4)"
4061,Microelectronics International,journal,ISSN 13565362,0.196,Q3,18,32,150,669,70,150,0.43,20.91,United Kingdom,"Electrical and Electronic Engineering (Q3); Surfaces, Coatings and Films (Q3); Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Electronic, Optical and Magnetic Materials (Q4)"
4062,Law Teacher,journal,ISSN 03069400,0.195,Q3,5,27,78,1314,19,65,0.19,48.67,United Kingdom,Education (Q3); Law (Q3)
4063,Journal of Religious Ethics,journal,"ISSN 14679795, 03849694",0.195,Q1,15,38,110,1376,30,107,0.23,36.21,United Kingdom,Religious Studies (Q1)
4064,International Journal of Vehicle Information and Communication Systems,journal,"ISSN 17418208, 14710242",0.195,Q3,7,0,12,0,6,12,0.5,0,United Kingdom,Automotive Engineering (Q3); Computer Science Applications (Q4); Control and Systems Engineering (Q4)
4065,Anthropological Forum,journal,"ISSN 00664677, 14692902",0.195,Q2,14,30,63,822,39,59,0.67,27.4,United Kingdom,Anthropology (Q2); Arts and Humanities (miscellaneous) (Q3)
4066,The Journal of legal medicine,journal,"ISSN 1521057X, 01947648",0.195,Q3,16,27,70,2136,23,59,0.37,79.11,United Kingdom,Law (Q3); Medicine (miscellaneous) (Q3)
4067,International Journal of Automation and Control,journal,"ISSN 17407524, 17407516",0.195,Q3,8,20,50,460,20,50,0.57,23,United Kingdom,Industrial and Manufacturing Engineering (Q3); Control and Systems Engineering (Q4); Hardware and Architecture (Q4); Software (Q4)
4068,Young Consumers,journal,"ISSN 17473616, 17587212",0.194,Q3,11,27,107,1325,36,96,0.46,49.07,United Kingdom,"Economics, Econometrics and Finance (miscellaneous) (Q3); Life-span and Life-course Studies (Q4)"
4069,Journal of Social Philosophy,journal,"ISSN 14679833, 00472786",0.194,Q2,22,31,85,1348,25,79,0.27,43.48,United Kingdom,Philosophy (Q2)
4070,Kybernetes,journal,ISSN 0368492X,0.194,Q3,28,97,393,3652,198,385,0.56,37.65,United Kingdom,Electrical and Electronic Engineering (Q3); Artificial Intelligence (Q4); Control and Systems Engineering (Q4); Information Systems (Q4); Software (Q4); Theoretical Computer Science (Q4)
4071,English Studies,journal,"ISSN 17444217, 0013838X",0.194,Q1,12,56,155,2186,30,149,0.2,39.04,United Kingdom,Literature and Literary Theory (Q1); Language and Linguistics (Q2)
4072,Regulatory Rapporteur,journal,ISSN 17428955,0.194,Q2,4,74,214,449,21,174,0.1,6.07,United Kingdom,"Pharmacy (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3)"
4073,Journal of Children's Services,journal,ISSN 17466660,0.194,Q3,11,23,82,1542,35,77,0.29,67.04,United Kingdom,Education (Q3); Health (social science) (Q3); Law (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4)
4074,Defence Studies,journal,"ISSN 14702436, 17439698",0.194,Q1,7,18,70,1505,19,70,0.15,83.61,United Kingdom,History (Q1); Political Science and International Relations (Q3)
4075,Journal of Muslim Minority Affairs,journal,ISSN 13602004,0.193,Q2,8,29,99,1654,41,94,0.3,57.03,United Kingdom,Anthropology (Q2); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)
4076,Urban History,journal,"ISSN 14698706, 09639268",0.193,Q1,16,50,91,3132,32,89,0.39,62.64,United Kingdom,"History (Q1); Arts and Humanities (miscellaneous) (Q3); Geography, Planning and Development (Q3); Urban Studies (Q3)"
4077,Names,journal,ISSN 00277738,0.193,Q2,8,27,75,562,10,59,0.12,20.81,United Kingdom,Language and Linguistics (Q2); Demography (Q3)
4078,New Perspectives on Turkey,journal,"ISSN 08966346, 13053299",0.193,Q1,12,13,46,827,23,40,0.6,63.62,United Kingdom,History (Q1); Cultural Studies (Q2); Sociology and Political Science (Q3); Economics and Econometrics (Q4)
4079,International Journal of Services and Standards,journal,"ISSN 17408849, 17408857",0.192,Q4,16,11,39,411,9,39,0.29,37.36,United Kingdom,Management of Technology and Innovation (Q4)
4080,European Respiratory Monograph,journal,"ISSN 20756674, 1025448X",0.192,Q3,15,47,138,3785,51,124,0.39,80.53,United Kingdom,Pulmonary and Respiratory Medicine (Q3)
4081,Nutrition and Health,journal,ISSN 02601060,0.192,Q3,21,0,48,0,19,43,0.42,0,United Kingdom,Medicine (miscellaneous) (Q3); Nutrition and Dietetics (Q3)
4082,International Journal of Electronic Security and Digital Forensics,journal,"ISSN 17519128, 1751911X",0.192,Q3,9,24,38,519,18,37,0.49,21.63,United Kingdom,"Computer Networks and Communications (Q3); Law (Q3); Safety, Risk, Reliability and Quality (Q3)"
4083,International Journal of Pervasive Computing and Communications,journal,ISSN 17427371,0.191,Q3,11,24,67,622,56,61,0.5,25.92,United Kingdom,Computer Science (miscellaneous) (Q3); Theoretical Computer Science (Q4)
4084,"Ferroelectrics, Letters Section",journal,"ISSN 15635228, 07315171",0.191,Q4,16,16,48,274,32,48,0.61,17.13,United Kingdom,"Condensed Matter Physics (Q4); Electronic, Optical and Magnetic Materials (Q4)"
4085,Time and Mind,journal,"ISSN 1751696X, 17516978",0.191,Q2,6,14,72,496,14,48,0.25,35.43,United Kingdom,Archeology (Q2); Archeology (arts and humanities) (Q2); Anthropology (Q3)
4086,Geo-Spatial Information Science,journal,ISSN 10095020,0.19,Q3,11,24,100,684,57,96,0.46,28.5,United Kingdom,"Geography, Planning and Development (Q3); Computers in Earth Sciences (Q4)"
4087,Latin American Business Review,journal,"ISSN 15286932, 10978526",0.19,Q3,10,19,44,629,18,43,0.32,33.11,United Kingdom,"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3)"
4088,Advances in Physiotherapy,journal,"ISSN 16511948, 14038196",0.19,Q3,19,0,50,0,22,42,0.29,0,United Kingdom,"Physical Therapy, Sports Therapy and Rehabilitation (Q3)"
4089,International Journal of Radio Frequency Identification Technology and Applications,journal,"ISSN 17453216, 17453224",0.19,Q3,11,5,31,160,15,31,0.42,32,United Kingdom,Electrical and Electronic Engineering (Q3)
4090,"Brittle Matrix Composites 10, BMC 2010",conference and proceeding,-,0.19,-,3,0,39,0,6,37,0.16,0,United Kingdom,Ceramics and Composites
4091,International Journal of Manufacturing Technology and Management,journal,"ISSN 13682148, 17415195",0.19,Q3,17,21,97,660,35,95,0.4,31.43,United Kingdom,Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Information Systems and Management (Q3); Strategy and Management (Q3); Computer Science Applications (Q4)
4092,International Journal of Signal and Imaging Systems Engineering,journal,"ISSN 17480698, 17480701",0.19,Q3,8,31,92,719,32,90,0.27,23.19,United Kingdom,Electrical and Electronic Engineering (Q3); Control and Systems Engineering (Q4)
4093,Expert Review of Obstetrics and Gynecology,journal,"ISSN 17474116, 17474108",0.19,Q3,13,0,191,0,72,176,0.37,0,United Kingdom,"Maternity and Midwifery (Q3); Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3); Reproductive Medicine (Q3)"
4094,International Journal of Electronic Customer Relationship Management,journal,"ISSN 17500672, 17500664",0.19,Q3,8,9,48,424,30,48,0.48,47.11,United Kingdom,"Business, Management and Accounting (miscellaneous) (Q3)"
4095,International Journal of Behavioural and Healthcare Research,journal,"ISSN 17553539, 17553547",0.189,Q3,4,0,10,0,4,10,0.4,0,United Kingdom,Health Policy (Q3); Health (social science) (Q3)
